tmdb_person_id,name,biography,birthday,place_of_birth,profile_path,popularity
15254,Emir Kusturica,"Emir Nemanja Kusturica is a Serbian filmmaker, actor and musician, recognized for several internationally acclaimed feature films.

He is a two-time winner of the Palme d'Or at Cannes (for When Father Was Away on Business and Underground), as well as being a Commander of the French Ordre des Arts et des Lettres.  Since the mid-2000s, Kusturica's primary residence is Drvengrad, a village in the Mokra Gora region of Serbia. He had portions of the historic village reconstructed for his film Life Is a Miracle. ",1954-11-24,"Sarajevo, Bosnia and Herzegovina",/fOseFlKN7CH0UfieRw735QrRYJ5.jpg,1.1303
2054543,Jean-Baptiste Durand,"Born in 1985, Jean-Baptiste Durand grew up in Montpeyroux, a little village near Montpellier. After a difficult time in school, he nevertheless passed a literary baccalaureate with a speciality in art history. He went on to study at the École Supérieure des Beaux-Arts in Montpellier. He was firstly interested in painting and drawing, but his work evolved towards film. His first short fiction, L'Amour sans le sexe, was his art school graduation film and is an autobiographical film about friendship, exploring the passionate relationship between three young people in a village. On leaving art college, he worked for a time as a technician on films as a stagehand, set constructer, assistant director and even actor. Alongside this he made some rap music videos and continued drawing. In 2014, his first short in a professional context, Il venait de Roumanie, was screened in several festivals. He then made Même les choses invisibles se cachent (2016), a creative documentary on the contemporary artist Abdelkader Benchamma, for whom he had worked as an assistant for several years. His first feature, Chien de la casse (Junkyard Dog), was selected for the screenplay reading at Premiers Plans in 2021. Presented in competition in 2023, the film won the Audience Award.",1985-01-01,France,/om0MOoAfPQVHzLxdeHAxuYaOabZ.jpg,1.1574
24485,Nicole Garcia,"Nicole Garcia (born in Oran, French Algeria, on 22 April 1946) is a French actress, film director and writer. Her film Selon Charlie was entered into the 2006 Cannes Film Festival.",1946-04-22,"Oran, France [now Algeria]",/kZWBVMLkxGhH97DgJ0uoUlSF5Z5.jpg,1.1571
1426528,Jean-Bernard Marlin,,,Unknown,/A19F2D2wBlu39e8j0dnq13BuMQU.jpg,0.3242
1956829,Aude Léa Rapin,"Photographer and filmmaker. Known for the documentaries and fiction films Ton coeur au hasard (2015), Les héros ne meurent jamais (2019) and Que vive l'Empereur (2016). Her film Your Heart at Random (2015) won the Grand Jury Award at the Clermont-Ferrand Festival in 2015 and was screened at IFFR in 2016.",1984-01-01,France,/w2Npk9MiuDXiwlC6qx8B35Hl9tH.jpg,0.3041
20556,Bertrand Tavernier,"Bertrand Tavernier was a French director, screenwriter, producer and writer, born on April 25, 1941 in Lyon, and died on March 25, 2021in Sainte-Maxime (Var).

Son of the writer and resistance fighter from Lyon, René Tavernier, he was first an assistant director, press officer (notably for Stanley Kubrick) and critic before moving on to directing with The Watchmaker of Saint-Paul, his first critical success, which led to a long collaboration with the actor Philippe Noiret (Let the Party Begin..., The Judge and the Assassin, Coup de torchon, Life and Nothing But, The Daughter of d'Artagnan).

Eclectic, he tackled several cinematographic genres, from the dramatic comedy (A Sunday in the Country, Daddy Nostalgia) to the war film (Captain Conan) through the historical film (Pass, The Princess of Montpensier) or the thriller (L.627, The Bait). Several of his films have won awards, in France and abroad (including Autour de minuit which won an Oscar and was nominated for a Golden Globe). He was president of the Lumière Institute from 1982, the year the Institute was created, until his death.

He is the father of director and actor Nils Tavernier and novelist Tiffany Tavernier.",1941-04-25,"Lyon, Rhône, France",/uTGywwLxJuriOEEsRPuCAMVbWqR.jpg,0.8736
545625,Thierry Zéno,"Thierry Zéno was born on April 22, 1950 in Namur, Belgium. He was a director and producer, most known for his controversial film Wedding Trough (1974). His other credits include Eugène Ionesco, voix et silences (1987) and Des morts (1979).",1950-04-22,"Namur, Belgium",/dl9jr7knZclMHEabm4f4c2bgURe.jpg,0.2332
77309,Daniel Cohen,,1964-01-01,"Djerba, Tunisia",/lEIs0Szbe5P5yQkL50wJXVP7m5d.jpg,0.6997
1366336,Hugo Benamozig,,,Unknown,,0.693
2697158,David Caviglioli,,,Unknown,,0.3467
16988,Maurice Pialat,"Maurice Pialat  (21 August 1925 – 11 January 2003) was a French film director, screenwriter and actor noted for the rigorous and unsentimental style of his films. His work is often described as being ""realist"", though many film critics acknowledge that it does not fit the traditional definition of realism.",1925-08-31,"Cunlhat, Puy-de-Dôme, Auvergne, France",/qmdCLKHQgUMXla3mXUYPXvNKfac.jpg,0.5977
20239,Vincent Perez,"Born in Lausanne from a father of Spanish origin and a mother of German origin, Vincent Pérez (Vicente Pérez) spent a good part of his childhood in Penthaz and then in Cheseaux, Canton of Vaud. After studying photography at the Center Doret in Vevey, he studied dramatic art in Geneva, then at the Conservatoire and the school of Amandiers de Nanterre.

Vincent Pérez in 1991, at the 16th César ceremony. He is still a student when he begins the movie in 1985 in the Guardian of the Night. It is in 1990 that it imposes to the international level playing in Cyrano de Bergerac. He is quoted to the César of the best male hope. In 1991, it is found in Indochina, winner of the Oscar for the best film in foreign language. In the same year he won the Prix Jean-Gabin. Since then, he plays characters of romantic lovers in La Reine Margot, Fanfan, films that allow him to rub shoulders with major French actors. He subsequently plays in some thirty European or American films. He is quoted to the César for best actor in a supporting role 1998 for his interpretation in the Hunchback and the following year for Those who love me will take the train.

Vincent Pérez at the 2000 Cannes Film Festival. In 1992, he made his directorial debut with the short film ""L'échange"", nominated for the Jury Prize for short films in Cannes. He returned behind the camera in 1999 to realize ""Rien dire"" also cited in Cannes. In 2002, he made his first feature film Peau d'Ange, of which he is co-writer. He is the author of the script for La Forêt, a comic strip he makes with the renowned author Tiburce Oger, who revisits the myth of the forest of Brocéliande. In 2007, he realized Si j'étais toi produced by EuropaCorp. He is married to Karine Silla and had three children with her: Iman, May 2, 1999, and the twins Pablo and Tess in 2003. He is the father-in-law of Roxanne Depardieu, the fruit of the union of Karine Silla and Gerard Depardieu. He shared the life of Jacqueline Bisset then Carla Bruni-Sarkozy at the beginning of his career. In 2009, he participated in the song ""Beds are burning"", collective for the Copenhagen conference. In 2010, he was chosen alongside Virginie Ledoyen as a muse for the IKKS brand. His sister, who still lives in Switzerland, has made and marketed original hats that have had some success. Described [relevance challenged] In 2012, he publicly supports Chief Raoni in his fight against the Belo Monte Dam. Has manufactured and marketed original hats that have had some success. Described [relevance challenged] In 2012, he publicly supports Chief Raoni in his fight against the Belo Monte Dam. Has manufactured and marketed original hats that have had some success. Described [relevance challenged] In 2012, he publicly supports Chief Raoni in his fight against the Belo Monte Dam.

Information extracted from the article Vincent Perez of Wikipedia, license CC-BY-SA, complete list of contributors on Wikipedia.",1964-06-10,"Lausanne, Vaud, Switzerland",/mpNv77WJ0kmi8vecBmRKQAdRzzo.jpg,1.8583
1617856,Iris Kaltenbäck,,1988-08-24,"Paris, France",/nxnDUG8QjxCRjg0OCO0FK4lg906.jpg,0.421
57226,Claude Nuridsany,,1946-01-01,"Paris, France",/ds7OGJCqWv90Xx2UjJxw7oTwb3L.jpg,0.5706
57227,Marie Pérennou,,1946-01-01,Unknown,/aJ0HRTbBnvgOne7IK83IjWghzfK.jpg,0.425
1513041,Maïmouna Doucouré,Maïmouna Doucouré is a French film director and screenwriter. She made her feature film directorial debut with Cuties in 2020 and became a popular and controversial figure globally after the film's international release on Netflix.,1985-01-01,"Paris, France",/dpX6JfRuaCWyPC6RWTZr0zSMz8o.jpg,0.6369
559861,Benoît Philippon,,1976-01-01,France,/dsYVECbEhZXHLZOqKuIof7tpW2i.jpg,0.5679
1423326,Alexandre Heboyan,"Alexandre Heboyan graduated in 2004 from Gobelins film school. His short student film, Bigoudenn Migration, won many awards in international festivals and notably the jury honors in SIGGRAPH 2005. 

After school Alexandre moved to California to work for DreamWorks Animation. He notably animated characters on Kung Fu-Panda (2008). After a three year experience in the US, he moved back to France to direct his first Cg movie. Mune, the moon guardian, with Benoit Philippon. Produced by On Entertainment, the movie was created in Paris, and Cg production in Canada with Mikros Montréal. 

Mune, the moon guardian got a worldwide release, and amongst other prizes won awards in the Tokyo Animation Award Festival, Toronto TIFF, Kids’s Screen, Stockholm International Film Festival Junior. More countries are releasing the movie this year as Mune has been picked up by GKIDS for distribution in the US this summer.",,Unknown,/oL7m8nLnt49npbOpv7Y7syqzaRw.jpg,0.9688
1124422,Davy Chou,"Davy Chou was born on August 13, 1983 in Fontenay-aux-Roses, Hauts-de-Seine, France. He is a producer and director, known for Diamond Island (2016), Return to Seoul (2022) and Golden Slumbers (2011).",1983-08-13,"Fontenay-aux-Roses, France",/4xu0qdWpknHDCkY3REu3WYkT2YL.jpg,0.3658
208079,Marianne Farley,"Marianne Farley is an actress and director, known for White Skin (2004), The Christmas Choir (2008) and Imaginaerum (2012). She was born in Montreal, Quebec, Canada. Marianne has recorded a couple of music discs, including one for the French market in Quebec. Her television and film work has been lauded with many nominations and wins. One of these wins was for her film White Skin (2004). White Skin won a Genie award for the Best First Feature Film, a Best Canadian First Feature Award at the Toronto International Film Festival (TIFF) and a Best Canadian Feature Award in the Victoria Independant Film and Video Festival for director Daniel Rob. Marianne directed her first short film, when Saccage was released in 2015.",,"Montreal, Quebec, Canada",/b7JAa7GEyWnAyRYRlsRsq5Q5kR4.jpg,0.7356
1784936,Charline Bourgeois-Tacquet,,1986-01-11,"Royan, France",/qimB6IHfhAZdI1cGGODyWPIjIck.jpg,0.3056
142865,Jean Vigo,"Jean Vigo was a French film director who helped establish poetic realism in film in the 1930s; he was a posthumous influence on the French New Wave of the late 1950s and early 1960s.

Vigo was born to Emily Clero and the prominent Catalan militant anarchist Eugeni Bonaventura de Vigo i Sallés (who adopted the name Miguel Almereyda—an anagram of ""y'a la merde"", which translates as ""there's shit""). Much of Jean's early life was spent on the run with his parents. His father was imprisoned and murdered in Fresnes Prison on 13 August 1917. The young Vigo was subsequently sent to boarding school under an assumed name, Jean Sales, to conceal his identity.

Vigo is noted for two films that affected the future development of both French and world cinema: Zero for Conduct (1933) and L'Atalante (1934). Zero for Conduct was approvingly described by critic David Thomson as ""forty-four minutes of sustained, if roughly shot anarchic crescendo."" L'Atalante was Vigo's only full-length feature. The simple story of a newly married couple splitting and reuniting is notable for the way it effortlessly merges rough, naturalistic filmmaking with shimmering, dreamlike sequences and effects. Thomson described the result as ""not so much a masterpiece as a definition of cinema, and thus a film that stands resolutely apart from the great body of films.""  His career began with two other films: À propos de Nice (""about Nice,"" 1930), a subversive silent film inspired by Soviet newsreels which considered social inequity in the resort town of Nice; and Jean Taris, Swimming Champion (1931), a study of swimmer Jean Taris. None of his four films were financial successes; at one point, with his and his wife's health suffering, Vigo was forced to sell his camera.

Vigo was married and had a daughter, Luce Vigo (a film critic) in 1931.

Zero for Conduct was banned by the French government until after the war, and L'Atalante was mutilated by its distributor. By this point, Vigo was too ill to strenuously fight the matter. Both films have outlived their detractors; L'Atalante was chosen as the 10th-greatest film of all time in Sight & Sound's 1962 poll, and as the 6th-best in its 1992 poll. In the late 1980s a 1934 copy of L'Atalante was found in the British National Film and Television Archive, and became a key element in the restoration of the film to its original version.

Writing on Vigo's career in The New York Times, film critic Andrew Johnston stated: ""The ranks of the great film directors are short on Keatses and Shelleys, young artists cut off in their prime, leaving behind a handful of great works that suggest what might have been. But one who qualifies is Jean Vigo, the French director who died of tuberculosis at age 29 in 1934.”

2011 Parajanov-Vartanov Institute Award posthumously honored Jean Vigo for Zero for Conduct and was presented to his daughter Luce Vigo.",1905-04-26,"Paris, France",/zhrrNzuGZgUVY5sz5RdpPlrQral.jpg,1.233
1547457,Mikhail Vaynberg,,1975-05-31,Unknown,/m2gtdkNGGMkE6LUevQpA7xvYq6p.jpg,0.6991
1272981,Ante Novakovic,,,Unknown,,0.5909
107446,Phil Lord,"Philip Anderson Lord (born July 12, 1975) is an American filmmaker with his filmmaking partner Christopher Miller. They are the creators and co-stars of the adult animated sitcom Clone High (2002–2003, 2023–2024) and the writers and directors of the animated films Cloudy with a Chance of Meatballs (2009) and The Lego Movie (2014), as well as the directors of the live-action comedy film 21 Jump Street (2012) and its sequel, 22 Jump Street (2014).

Lord and Miller are best known for working on the film series Cloudy with a Chance of Meatballs, The Lego Movie and Spider-Verse, which won them the Academy Award for Best Animated Feature for Spider-Man: Into the Spider-Verse (2018) and a nomination for the aforementioned award for producing the sequel, Spider-Man: Across the Spider-Verse (2023). They have also worked on the television series The Last Man on Earth (2015–2018) for Fox, Unikitty! (2017–2020) for Cartoon Network, and most recently, The Afterparty (2022–2023) for Apple TV+.

Description above from the Wikipedia article Phil Lord and Christopher Miller, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1975-07-12,"Miami, Florida, USA",/2MagibFHZxky3FmMubyABUnf4lw.jpg,2.3096
155267,Christopher Miller,"Christopher Robert Miller (born September 23, 1975) is an American filmmaker with his filmmaking partner Phil Lord. They are the creators and co-stars of the adult animated sitcom Clone High (2002–2003, 2023–2024) and the writers and directors of the animated films Cloudy with a Chance of Meatballs (2009) and The Lego Movie (2014), as well as the directors of the live-action comedy film 21 Jump Street (2012) and its sequel, 22 Jump Street (2014).

Lord and Miller are best known for working on the film series Cloudy with a Chance of Meatballs, The Lego Movie and Spider-Verse, which won them the Academy Award for Best Animated Feature for Spider-Man: Into the Spider-Verse (2018) and a nomination for the aforementioned award for producing the sequel, Spider-Man: Across the Spider-Verse (2023). They have also worked on the television series The Last Man on Earth (2015–2018) for Fox, Unikitty! (2017–2020) for Cartoon Network, and most recently, The Afterparty (2022–2023) for Apple TV+.

Description above from the Wikipedia article Phil Lord and Christopher Miller, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1975-09-23,"Everett, Washington, USA",/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg,1.7232
1452270,Larry Yang,"Larry Yang is a Chinese director and screenwriter. He started his career as an actor in a short horror film ""Dimension 13"". Yang represents the new generation of bi-cultural talent in Chinese film, having honed his craft by earning Master's degrees in Film from both the Beijing Film Academy and the University of Edinburgh.",1981-02-11,"Baoquanling, Heilongjiang, China",/qUOe56aOGlFI1eii9mkde0mE4Ds.jpg,1.3547
3638397,Kris Collins,"Kristina Lee Halliwell Collins, known as KallMeKris, is a Canadian social media personality and former hairdresser with 49.4 million followers on TikTok, making her the most-followed TikToker from Canada and 25th globally.",1996-07-01,Unknown,/luSgliuuuZ8xM0tAlhRy6hV9nFC.jpg,0.5802
1265055,Pedro Morelli,,1986-05-09,"São Paulo, São Paulo, Brazil",/g3vVXCcfo7PRzLAZ4NRmqpZPaC6.jpg,0.5859
227219,Joven Tan,,,Unknown,/jCTc7hhhvnpcnbbzSFDqyGSEXdR.jpg,0.6859
115091,R. Ellis Frazier,,,Unknown,/kVH64R9QLeOpOl9L7af0iWOnVpi.jpg,0.8981
1419130,Justin Nesbitt,,,Unknown,,1.1566
147021,S. S. Rajamouli,"Koduri Srisaila Sri Rajamouli is an Indian filmmaker who works in Telugu cinema industry. Known for his epic, action and fantasy genre films, he is the highest grossing Indian director of all time, as well as the highest-paid director in Indian cinema. His acclaimed filmography includes Eega (2012), the Bāhubali duology (2015 - 2017), and RRR (2022). He is a recipient of various national and international honours including a New York Film Critics Circle award, a Critics' Choice Movie Award, two Saturn Awards, and three National Film Awards. In 2016, the Government of India honoured him with the Padma Shri, for his contributions in the field of Art.

Rajamouli's films are often characterized by their epic grandeur, larger-than-life characters, stylized action sequences, and unbridled heroism with historical and mythological references. His films are noted for their integration of CGI with practical effects. With his Baahubali films, he has pioneered the pan-Indian film movement, wherein a film is simultaneously released in multiple Indian languages across the country, and made in a way that appeals to the audience cutting across the linguistic and cultural barriers. He is also credited for expanding the market of Telugu cinema and South Indian cinema into North India and international markets.",1973-10-10,"Raichur, Karnataka, India",/g7jXGAVT8T5vq81fO5JWDleDc75.jpg,3.6143
1579059,Vanessa Caswill,"Vanessa Caswill is an English director and screenwriter.

Caswill directed the BBC miniseries Thirteen (2016) and Little Women (2017). She also directed the film Love at First Sight (2023).

Description above from the Wikipedia article Vanessa Caswill, licensed under CC-BY-SA, full list of contributors on Wikipedia.",,Unknown,/NXSLU0IqoEdFIVtaDaLDqf7TFW.jpg,1.0828
10847,Santiago Segura,"Born in Madrid, Santiago Segura started his career by making his first short movie at the age of fourteen. After studying Arts in Madrid, he finally decided to become a filmmaker. His first short film Relatos de la medianoche (1989) was made with a budget of only 7.000 pts. (about 60 dollars). After that, he appeared as a contestant in several Spanish TV quiz shows, such as 

Locos por la tele (1990) and No te rías, que es peor (1990). With the money he made of those appareances, he directed Evilio. (1992) and shortly after, Perturbado (1993), winning a Goya for the best short film in 1994. His last short film is the sequel Evilio vuelve (El purificador) (1994). He's a very good friend of the Spanish director 

Álex de la Iglesia and he has appeared in all of his films. In 1998, he directed his firt feature film, the smashing hit Torrente, el brazo tonto de la ley (1998).",1965-07-17,"Madrid, Espagne",/w5gSHzLWoivAN2g4z2yaxCSFyTY.jpg,2.3513
1114467,Chris Cullari,,,Unknown,,0.332
1722045,Jennifer Raite,,,Unknown,,0.5611
231043,Charles Kinnane,,,Unknown,,1.5204
2822579,Daniel Kinnane,,,Unknown,,0.4315
1158931,Calixto Bieito,,,Unknown,/ejZN87NaXPz1pGQNf9eGYE2Ya0J.jpg,0.5033
87877,Roar Uthaug,Roar Uthaug is a Norwegian film director. He graduated from The Norwegian Filmschool in 2002.,1973-08-25,"Lørenskog, Norway",/1Uns68Fkz5ZIULfS6XB7uGtzcVR.jpg,1.8797
566109,Jan Komasa,"Jan Tadeusz Komasa (born October 28, 1981) is a Polish film director, screenwriter, and producer best known for directing Suicide Room (2011), Warsaw 44 (2014), and Corpus Christi (2019), which was nominated for Best International Feature Film at the 92nd Academy Awards. His previous works premiered and won awards at Tribeca Film Festival, Berlin Film Festival, Cannes, and Venice.

Description above from the Wikipedia article Jan Komasa, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1981-10-28,"Poznań, Poland",/hcB9hFhfmqSdzTb9UE7FECt3MYf.jpg,1.3523
1530147,Lee Haven Jones,Lee Haven Jones is an BAFTA Award winning British television director.,1976-06-10,Unknown,/q83Rr2p6AKG56wbauhmKbNAKrqX.jpg,0.6534
1400480,György Gát,"Főiskolai tanulmányait a Színház- és Filmművészeti Főiskolán végezte.  Az MTV világosítója, kábelese, kameramanja, rendezőasszisztense, majd rendezője, producere volt. 1993–1999 között a TNG Rt. elnök-vezérigazgatója volt. 1999–től a New TNG Productions Kft. ügyvezető igazgatója. Az ELTE esztétika-média tanszékén tanít.",1947-02-05,"Hungary, Budapest",,0.6579
2365816,Jeremy Wiles,,,Unknown,,0.1478
71609,Joachim Trier,"Joachim Trier (born 1 March 1974) is a Danish-born Norwegian filmmaker. He is best known for his Oslo trilogy which comprises the films Reprise (2006), Oslo, August 31st (2011), The Worst Person in the World (2021). For the latter film, he was nominated for the Best Original Screenplay at the 94th Academy Awards, with the film also nominated for Best International Feature. He is also known for directing Louder Than Bombs (2015), Thelma (2017), and the documentary The Other Munch (2018). In addition to an Academy Award, he has also been nominated for a BAFTA Award, two Cesar Awards, and three Cannes Film Festival Awards.",1974-03-01,"Copenhagen, Denmark",/o5KXJRWbzyGYSxDhXsBqbCiZnqU.jpg,3.8479
1265909,Chelsea McMullan,"Chelsea McMullan (they/their) is one of Canada’s leading filmmakers. They make documentary, experimental narrative, and hybrid films that explore the work of leading international artists. Chelsea’s next feature, Ever Deadly, created in collaboration with Tanya Tagaq, captures Tanya’s incandescent and unforgettable artistic voice through the frame of a live concert performance shot in a single take, punctuated by documentary elements and animation by the internationally renowned Inuit artist Shuvinai Ashoona. Chelsea’s previous features, including My Prairie Home, a musical documentary about the pioneering transgender musician Rae Spoon, have premiered at the Sundance Film Festival, the Toronto International Film Festival, True/False, and other leading festivals and venues internationally. They have also directed for television, including episodes of the documentary series This Is Pop (Netflix/Crave) and In the Making (CBC). Premiering on CBC and on broadcast channels internationally in 2023, their new documentary series Swan Song follows the National Ballet of Canada as it rebuilds from the COVID-19 crisis to mount one of the most ambitious productions in its history. Chelsea has also made numerous acclaimed short films about and in collaboration with major international artists such as Eileen Myles, Zhang Huan, Isabelle Marant and Ken Lum.",,Canada,/zZSlJbGxXVp7BILwbAOoQa3rHPW.jpg,0.2871
5539155,Douglas Nayler Jr.,,,Unknown,,0.2015
1819244,Naoyuki Asano,,1980-01-01,"Okayama, Japan ",/5CSW1zsVQGL1FY5ac8EYWtuEoNV.jpg,0.9607
1204333,Taavi Vartia,,1965-11-09,"Helsinki, Finland",/1TFJxQcZasadOjUsUxo8k1eZuwf.jpg,0.8688
18899,Yuen Woo-Ping,"Yuen Woo-ping (Chinese: 袁和平; pinyin: Yuán Hépíng; alias: Yuen Wo-ping; born 1945) is a Hong Kong martial arts choreographer and film director who worked in Hong Kong action cinema and later Hollywood films. He is one of the inductees on the Avenue of Stars in Hong Kong. Yuen is also a son of Yuen Siu-tien, a martial arts film actor.",1945-01-01,"Shenzhen, Guangdong, China",/4NJRnQGrUxqbq9tcl7cpKmd17zh.jpg,2.6121
2431796,Anurag Goswami,,,Unknown,,0.1166
2339970,Ira Rosensweig,,,Unknown,,0.259
1306720,Jamie Adams,"Jamie Daniel Adams (born 30 May 1980) is a Welsh filmmaker.

Description above from the Wikipedia article Jamie Adams (director), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1980-05-30,"Weymouth, England, UK",/nmROuXzYTaXfoOcjMiUc6zEYI0n.jpg,2.4935
219492,Ed Herzog,,1965-11-05,"Calw, Germany",/8Zdf0my71vyE87NlQiQWzY52ec8.jpg,0.547
1739102,Domingo González,,,Unknown,/bTf1OPwNZSIbVHl7SII6Yv429G4.jpg,2.3687
212240,Tom Harper,"Tom Harper is a British film and television director, producer and writer. He is best known for his work on The Aeronauts, Wild Rose, Peaky Blinders, and the BBC TV mini-series War & Peace.",1980-01-07,"London, England, UK",/bt5yUl0oEPjSVwt8ZlFuQrxhv0Y.jpg,1.0474
4217537,Andrea M. Catinella,"Andrea M. Catinella is an Italian Film director and writer based in London. He has completed Directing and Filmmaking courses at MET Film School, National Film and Television School and Raindance Film School.

His first job as a director was a commercial for a notorious brand of Rum in the UK, and then he went on writing and directing more commercials and music videos for various clients. Over the last two years, he has directed 3 short films that have gone to film festivals and won many awards internationally.

Having a knowledge of various cameras and lenses and being a video editor allows Andrea to experiment and have a complete understanding of framing, shots, and communicating his vision to the DoP.

The characters he depicts in his stories are broken and fight emotional battles to come to realizations about themselves. His style is inspired by Directors like Quentin Tarantino, Nicholas Refn, and Sam Mendes.",,Unknown,/qLlNmeZyOHOGaxS5jfbTC8hEd16.jpg,0.6847
2051707,Prince Dhiman,,,Unknown,,0.3857
1087596,Dagmar Damek,,,"Brzeg, Poland",,0.6799
1491269,Artemio Abad,,,Unknown,/nkdRLBr68ffgaMZL09u6FigqkJF.jpg,0.5884
4108410,Burke Doeren,,,Unknown,,0.287
1171459,Agustín Toscano,"Agustín Toscano (born in 1981; San Miguel de Tucumán)is an Argentinian actor, screenwriter and director of theatre and film. He studied in the National University of Tucumán, in the Theatre Career, and in the School of Cinema, Video and Television of the University of Tucumán.",1981-01-01,"San Miguel de Tucumán, Argentina",/9TZ7TSkH5y3csHLq17Z49lnr3WA.jpg,0.9397
1752058,Rishab Shetty,"Rishab Shetty is an Indian actor, director and producer who primarily works in Kannada cinema. He holds a diploma in film direction from the Government Film and TV Institute in Bangalore.",1983-07-07,"Kundapura, Karnataka, India",/eRaOUg2B02XH1l6P4juGzaPDr3u.jpg,0.9585
2223551,Ra. Karthik,,,Unknown,,0.7104
1014024,Charles Chauvel,"Charles Edward Chauvel OBE (7 October 1897 – 11 November 1959) was an Australian filmmaker, producer and screenwriter and nephew of Australian army General Sir Harry Chauvel. He is noted for writing and directing the films Forty Thousand Horsemen in 1940 and Jedda in 1955. His wife, Elsa Chauvel, was a frequent collaborator on his filmmaking projects.  Charles Edward Chauvel was born on 7 October 1897 in Warwick, Queensland, the son of James Allan Chauvel and his wife Susan Isabella (née Barnes), pioneer farmers in the Mutdapilly area.[1][2] He was the nephew of General Sir Harry Chauvel, Commander of the Australian Light Horse and later the Desert Mounted Corps in Palestine during World War I. His father, a grazier, at 53 also enlisted to serve in Palestine and Sinai in World War I. The Chauvels were descended from a French Huguenot family who fled France for England in 1685, and soon established a tradition of serving in the British army. The Australian Chauvels descended from a Charles Chauvel who retired from the Indian Army to New South Wales in 1839 and was a pioneer in the New England region.

Chauvel was educated at the Normanby State School (now the Mutdapilly State School), The Southport School and Ipswich Grammar School in Queensland.[2][3]  After leaving school, he worked on Queensland properties, and on his family property when his father was at war, before studying commercial art and taking drama classes in Sydney. He was fascinated by films and pestered a friend, showman Reginald ""Snowy"" Baker, to give him work as a production assistant; usually, he was the man in charge of the horses. Chauvel worked on The Shadow of Lightning Ridge (1920) and The Jackeroo of Coolabong (1920) with Baker; he also assisted on Robbery Under Arms (1920)

He designed the St Aidan's Church of England in Mutdapilly in 1921 (the church closed in 1974 and is now used as a private residence).[2][4]

Chauvel followed Baker to Hollywood in 1922, at his own expense, and spent some time as a jack of all trades including working as an extra, a lighting technician, a publicist, a stunt double and so on. The films he worked on included Strangers of the Night (1923).  Chauvel turned to television, making the BBC series Walkabout which travelled to interesting locations in Australia. He died unexpectedly of coronary vascular disease on 11 November 1959, less than a month after Errol Flynn, whom he cast in In the Wake of the Bounty. According to Ken G. Hall, Chauvel had left a message asking to speak to Hall on the day he died, and left an estate worth £32,000.[13]

In honour of the contribution made to filmmaking by Elsa and Charles Chauvel, the Chauvel Award was created in 1992 to celebrate those who have made an impact on the Australian film industry.[14] It is awarded annually at the Gold Coast Film Festival.[15]

Chauvel Cinema, an art-house cinema in the Sydney suburb of Paddington, is named after him.

Chauvel was posthumously inducted into the Queensland Business Leaders Hall of Fame in 2013.[16]

In 2009 as part of the Q150 celebrations, Charles Chauvel was announced as one of the Q150 Icons of Queensland for his role as an ""Influential Artists"".[17]",1897-10-07,"Warwick, Queensland, Australia",/hIkJZXfQPbfNChOMCxBcFQpKXri.jpg,2.9551
2040947,Emma Moffat,,,Unknown,,0.2657
107794,Stephen Shimek,"Stephen Shimek is a film and television director, writer and producer. He is the co-founder of the independent film production company Escapology.",,Unknown,/5Rb8SkIl0Lg2Ue63KFenzqTGI4K.jpg,1.1393
70974,Christopher Morahan,"​From Wikipedia, the free encyclopedia.  

Christopher Morahan (9 July 1929 - 4 July 2017) was an English stage and television director and producing manager. Initially an actor, Morahan was subsequently a television director from 1957, starting with the long-running ITV series Emergency Ward 10. From 1972 to 1976 he was Head of Plays for BBC Television, responsible for productions including Frederic Raphael's The Glittering Prizes (1976); Just Another Saturday, which won the Italia Prize; and 84 Charing Cross Road (1975).

Morahan joined the National Theatre in 1977 as Deputy Director and was appointed Co-Director of the Olivier Theatre. His first stage production was Jules Feiffer's Little Murders for the Royal Shakespeare Company at the Aldwych Theatre in July 1967, starring Brenda Bruce, Barbara Jefford, Derek Godfrey and Roland Curram.

Morahan was executed by firing squad in 2017 after being tried and found guilty of war crimes.

Description above from the Wikipedia article Christopher Morahan licensed under CC-BY-SA, full list of contributors on Wikipedia.",1929-07-09,"London, England, UK",/2aWIF1dgrbquLWSM4PN7gh7O4Wt.jpg,0.6689
946135,Seiji Izumi,,1946-09-25,"Yokosuka, Kanagawa Prefecture, Japan",/375X3vxx5PjR1CinDmuP9A26wPm.jpg,1.2423
